bbox_area,solidity,centroid-0,centroid-1,orientation,convex_area,area,filled_area,eccentricity,extent,major_axis_length,feret_diameter_max,inertia_tensor-0-0,inertia_tensor-0-1,inertia_tensor-1-0,inertia_tensor-1-1,perimeter,perimeter_crofton,minor_axis_length,label,target
7276,0.7473069198466313,100.97361348644026,100.48301978988518,-1.269781187916076,5477,4093,4093,0.8988637162579282,0.5625343595382079,123.89408322838534,116.77756633874505,891.2211262827751,219.48175760143988,219.48175760143988,252.3770218071184,354.73506473629425,338.99144706503785,54.29389017593253,156,1500
10712,0.9402637703646236,100.18894389438944,100.43165566556657,-0.2001468040027342,7734,7272,7272,0.3705426962299065,0.6788648244958925,102.44320678147004,107.70329614269008,569.4147459936452,17.547317778394987,17.547317778394987,652.3534641211646,357.8061325481597,341.90300192250004,95.15083155793188,137,1474
9373,0.6498434334131515,100.98157596371884,100.86281179138322,-1.036508186908772,5429,3528,3528,0.7490057090197526,0.3764002987303958,105.04665814254712,116.84605256490268,589.3428573999513,169.5682871977209,169.5682871977209,403.0929145231409,408.0315292925759,389.5196638842365,69.60008594716184,91,1081
9030,0.8605499012608233,100.75375110326569,100.6540158870256,1.2244452075894106,6583,5665,5665,0.7140810733466599,0.6273532668881506,108.77924182518905,111.66467659918244,696.100242036817,-120.41453701013268,-120.41453701013268,405.9059987271059,346.7766952966369,331.4464397193884,76.15232366881402,192,1560
1764,0.7944444444444444,100.65434565434566,100.6133866133866,-0.0123310706631223,1260,1001,1001,0.9820400131426338,0.5674603174603174,87.39310016800916,84.38009243891595,17.062318301079543,5.676092139628604,5.676092139628604,477.2771264699337,191.9827560572969,184.6925829804732,16.488697927990863,123,1793
10750,0.9029952866048352,100.20407476006062,100.54386260313184,-0.4009753188621761,6577,5939,5939,0.8300123610408893,0.5524651162790698,120.62471472027156,129.0310040261642,378.339673984153,225.1374240570792,225.1374240570792,813.9495978095312,342.33304448274095,327.2335945773577,67.27783102443219,183,1430
4692,0.8968596946125036,100.16318663668488,100.1612592354642,0.2719604587085247,3471,3113,3113,0.8388474752944817,0.6634697357203752,87.33252084423732,94.59386872308374,165.46194920134815,-86.79090276530161,-86.79090276530161,452.482204043869,257.27922061357856,246.59751318729408,47.54090086351256,200,1492
11473,0.8279209522708887,100.82258514796204,100.89475153545506,0.0449777462041129,8653,7164,7164,0.8836859527213139,0.6244225573084633,154.24041508414976,149.4824404403407,328.12180941621057,-52.15357749882233,-52.15357749882233,1484.534269363911,506.3746750430834,482.7548124542936,72.19689477499111,130,1883
2752,0.9022373540856032,100.30404312668465,100.02156334231806,0.060348375369851,2056,1855,1855,0.946466526157034,0.6740552325581395,88.62701794449096,87.66413177577246,52.75425200340014,-26.474845431230527,-26.474845431230527,489.32211303318047,212.46803743153544,204.1138475520989,28.60897640343267,38,1870
4331,0.9394119394119396,100.29339234903571,100.51185583306987,-0.2263159020778467,3367,3163,3240,0.5201371665843603,0.7303163241745555,70.08837581580214,72.56721022610694,228.142998863819,18.16313696272176,18.16313696272176,302.8415213089138,258.9360748630709,245.4867924527544,59.8612721069859,70,1644
10800,0.90292515055922,100.34699063045896,100.29172621883436,1.0705865765249691,6974,6297,6297,0.7247898983887497,0.5830555555555555,110.53682603625964,116.76472069936192,671.3722564611725,-168.82794635728908,-168.82794635728908,454.7658925635139,349.1614716074871,333.7073494345662,76.15655240506003,101,1533
10370,0.9225913121899896,100.22759856630825,100.04789833822092,0.47120661297638,6653,6138,6138,0.864599119147421,0.5918997107039538,126.18359065688728,129.07749610214788,404.5464186850052,-300.9003072697139,-300.9003072697139,841.8395315742703,353.56349186104046,337.88072633049825,63.40249721488512,160,1160
2556,0.879825992387167,100.00309023485784,100.06674907292954,-0.0527939661027134,1839,1618,1618,0.8946732449425161,0.63302034428795,69.57444745348296,71.06335201775947,61.04869660081809,12.761022092314365,12.761022092314365,301.86340206973165,184.16652224137047,177.28232865593682,31.080377093454565,59,1925
8393,0.8556481645681858,100.19917098445596,100.30963730569948,-0.450353565507676,5639,4825,4825,0.8786352120159868,0.5748838317645657,117.38900317321357,120.7683733433551,322.3464045316651,260.5605308706275,260.5605308706275,735.2824034578114,333.9066376115481,319.24485992227005,56.05250094180347,171,2215
2925,0.9072657743785852,100.46891464699684,100.69704952581664,1.3554110941763176,2092,1898,1898,0.7958592054761805,0.6488888888888888,64.6877066612146,69.6419413859206,253.9645961419098,-34.5856827829416,-34.5856827829416,103.44608322664531,187.33809511662423,180.28916828841344,39.16722452267372,181,1245
10920,0.8573575830452428,100.0045582047686,100.26858345021036,0.58518184233695,6653,5704,5704,0.8283730336530818,0.5223443223443224,119.23683404827536,128.69343417595164,464.8675543748735,-280.7577168356055,-280.7577168356055,702.5588852536251,387.9898987322333,370.51900665876747,66.79371557414682,109,1279
17600,0.7844089344045202,100.43342712436691,100.46640405177266,1.4903693022924398,11327,8885,8885,0.9375406923641832,0.5048295454545455,196.56417215017444,202.54382241875464,2401.141611886263,-169.9795023068793,-169.9795023068793,305.938533724712,591.144227664784,563.1213878021309,68.37988415237471,145,1358
7138,0.8973645137342242,100.52761116856256,100.7551189245088,-0.8906130740094437,5388,4835,4835,0.6746973090002149,0.6773606052115438,93.97034868361028,99.48869282486326,452.52328041501926,122.84639263214515,122.84639263214515,400.0453079439496,308.2497833620557,294.92063682023064,69.35900072827036,120,1834
6272,0.9036393713813068,100.74645308924484,100.99221967963386,0.1041845361419743,4836,4370,4370,0.8761795166132303,0.6967474489795918,110.87120590314576,113.6001760562016,184.85669003869737,-61.004205813508925,-61.004205813508925,761.8977276940237,294.0071426749364,281.4177667385437,53.43824833680271,4,1575
6771,0.9277007145859604,100.28613502492072,100.6110104213865,-0.184567373452126,4758,4414,4414,0.8704389642622379,0.651897799438783,109.38428082947956,112.78741064498288,200.30337673165403,102.21470461309708,102.21470461309708,728.7248779935492,296.492424049175,283.7739612287361,53.84729503903427,33,1603
12376,0.8717489859222143,100.92938278363214,100.05939510058847,0.9589934792203728,8382,7307,7307,0.79945265834079,0.5904169360051713,131.0631753289829,136.60527076214885,847.2519806386125,-322.6103254238264,-322.6103254238264,613.7801507480983,395.1614716074871,377.3180840871181,78.7334628659991,140,1042
2680,0.9417520969245108,100.18901533894112,100.57545769421078,0.1040568451230904,2146,2021,2021,0.8219976648383464,0.7541044776119403,68.76508088189762,69.28924880528002,98.00383112401424,-20.62947806076768,-20.62947806076768,293.3853518755687,189.8822509939085,182.7011793075216,39.1610850117742,80,1812
8190,0.9217583163611676,100.8320751242865,100.8591419628061,0.1027553518317092,5892,5431,5431,0.8733860322994268,0.6631257631257631,121.09581619464652,126.39620247459968,224.74963056555825,-71.3335550488086,-71.3335550488086,909.1564817737714,326.1492782986673,311.8904221266495,58.97712351057535,194,1977
4108,0.874769117103805,100.19890202702705,100.68412162162164,-0.2774896827587527,2707,2368,2368,0.8668827360355627,0.5764362220058422,81.62551410610659,80.4114419718985,126.9703222014244,82.44646169078699,82.44646169078699,392.9363670376986,218.40916292848976,209.74638771699415,40.69130711515376,65,1994
8241,0.7890351608065322,100.06420274551216,100.4829989440338,1.3551164153396476,6001,4735,4735,0.9085378943795178,0.5745661934231283,128.7199389055727,125.7179382586272,996.4013477117204,-178.6959172800451,-178.6959172800451,219.91477980261124,370.3330444827409,353.7792591484762,53.779506955483896,166,1505
4332,0.9344262295081968,100.86825554452167,100.2019198940748,0.124787470441401,3233,3021,3021,0.6321117405024049,0.6973684210526315,71.96387543268578,76.94153624668537,196.3491654632951,-15.971653134009136,-15.971653134009136,321.6714881518436,227.1370849898476,218.0209766971253,55.76316966018972,37,1611
5135,0.8757062146892656,100.38248847926268,100.07342549923194,1.2529278387911258,3717,3255,3255,0.7380914471695548,0.6338851022395326,82.130261193459,83.64807230295268,399.1512907237124,-68.18604769691429,-68.18604769691429,214.3498623174557,252.0071426749364,241.5992698818659,55.413343564099165,23,1680
5146,0.8976377952755905,100.72690058479532,100.63713450292396,-1.5413576817950212,3810,3420,3420,0.748289201645155,0.6645938593082006,84.30053717580111,83.72574275573791,443.9458140111489,7.317227010020185,7.317227010020185,195.67453951643247,247.52186130069785,237.3469564937365,55.922670611413736,32,1733
6240,0.952081526452732,100.43338647232976,100.1575950808472,-0.286534660239385,4612,4391,4391,0.815128596985329,0.7036858974358975,98.8025985769363,102.52804494381036,237.11795586519105,109.90296138438916,109.90296138438916,577.739983043306,270.69343417595167,259.3149851055835,57.23437373624994,197,1230
